,train,val,iou
0,4.122515033273136,2.3843279730889106,0.4873196251040047
1,2.330110405218155,1.8352197485585366,0.5477930744462016
2,1.9853385119514668,2.0868059396743774,0.5681384047768487
3,1.7831767453229364,1.5437728858763171,0.5730399752931227
4,1.635066111457539,1.7817684373547953,0.5898540793725293
5,1.5200782395939139,1.4212748235271824,0.6034104082423948
6,1.474597070943863,1.899332784837292,0.6042043112030958
7,1.4069784669315113,1.5197248728044572,0.6082247756756481
8,1.360337942679298,1.4059174483822239,0.6150982297015181
9,1.324136260996528,1.278334140777588,0.6170193701216911
10,1.2802570401665998,1.4991393473840529,0.6226342305391154
11,1.2972284472562412,1.3595335829642512,0.6224996611933985
12,1.2338950818872707,1.6702182946666595,0.6249171903046018
13,1.2272579956819667,1.371925623186173,0.6302626501605326
14,1.2062060450487595,2.0116368724453833,0.6321712668474134
15,1.1886461252834708,1.400221255517775,0.6315002754844284
16,1.1547041560876816,1.2464498089205833,0.6381927726941282
17,1.1477814900046364,2.067513092871635,0.6330294961401468
18,1.139446566767871,1.324230347910235,0.6352404972834128
19,1.1229911328637026,1.3479511084095124,0.6365105896304287
20,1.1575245012574018,1.4032721519470215,0.6433124952696093
21,1.0975394717512283,1.3689045021610875,0.6430371273179515
22,1.0854168260161252,1.451051696654289,0.6476980587402601
23,1.0807512141166524,1.291798730050364,0.6448651505944568
24,1.06649062722762,1.1944053788338937,0.6471413824684967
25,1.057121829553084,1.3130036015664377,0.6469641229261862
26,1.0463770006429702,1.3024054650337464,0.6492295596648404
27,1.066718931504112,1.8211180125513384,0.6456564058467867
28,1.0422553276633197,1.447383657578499,0.6457914457530426
29,1.0323904057875037,1.2391218139279274,0.6395986153944977
30,1.0288368077839123,1.3413021526029032,0.6475060947873706
31,1.0287872479561178,1.2213892167614353,0.6512308604510513
32,1.028577621607857,1.303290682454263,0.6463389669836161
33,0.9878601575280256,1.5213833393589142,0.6515702399060727
34,0.9768778917623714,1.289061757826036,0.6517558575173371
35,1.0053816883959235,1.8368636292795981,0.6540148373818115
36,0.9957246216223201,1.6220143379703644,0.6469394728468424
37,0.9945711117377256,1.530131293881324,0.6546255326954232
38,0.9667547504532146,1.700091262017527,0.6468029941927671
39,0.9691186021356022,1.158456185171681,0.6520914574439777
40,0.9686555413001361,1.2909593389880272,0.6491724290205995
41,0.9542808886517815,1.141946319610842,0.6518977352848094
42,0.9367410652140246,1.3205341985148769,0.6530005672858279
43,0.9518699559935911,1.1449669176532375,0.6549305596120073
44,0.93858690663455,1.5306171332636187,0.6559448171221082
45,0.9183227627035131,1.225367215371901,0.6550849282511644
46,0.9095791575105433,1.2016116880601453,0.6579803275815032
47,0.9328943102117528,1.2601013375866799,0.6548542696960106
48,0.9339352262848839,1.2426786922639417,0.6572192826575659
49,0.9323725678066519,1.177102873402257,0.6562250078832039
50,0.9239653026993899,1.1336813242204729,0.6582339088859722
51,0.905786559862249,1.1799125979023595,0.6562808675767104
52,0.8853624762698291,1.1334635884531084,0.6577025115954348
53,0.9059246497995713,1.2664251788969962,0.6533275420463518
54,0.8750066680704208,1.252565864593752,0.6578591450034526
55,0.8840663280079072,1.307406263966714,0.6556478804622248
56,0.8739189642635896,1.2792755134644047,0.6604550189301782
57,0.9492839192324144,1.8896387084837882,0.655812284878739
58,0.8933126923234705,1.543729482158538,0.6575856577697237
59,0.8801667467158109,1.868739789532077,0.6594966348668817
60,0.8838570035077671,1.3912100753476542,0.6606666178707448
